physical_quantity,power,breakpoints
2011-05-12 00:08:20-04:00,11.0,0
2011-05-12 00:08:30-04:00,10.0,0
2011-05-12 00:08:40-04:00,10.5,0
2011-05-12 00:08:50-04:00,10.666666,0
2011-05-12 00:09:00-04:00,11.0,0
2011-05-12 00:09:10-04:00,11.0,0
2011-05-12 00:09:20-04:00,11.0,0
2011-05-12 00:09:30-04:00,10.5,0
2011-05-12 00:09:40-04:00,10.666666,0
2011-05-12 00:09:50-04:00,11.0,0
2011-05-12 00:10:00-04:00,11.0,0
2011-05-12 00:10:10-04:00,10.5,0
2011-05-12 00:10:20-04:00,11.0,0
2011-05-12 00:10:30-04:00,11.0,0
2011-05-12 00:10:40-04:00,11.0,0
2011-05-12 00:10:50-04:00,11.0,0
2011-05-12 00:11:00-04:00,10.666666,0
2011-05-12 00:11:10-04:00,11.0,0
2011-05-12 00:11:20-04:00,10.333334,0
2011-05-12 00:11:30-04:00,10.666666,0
2011-05-12 00:11:40-04:00,10.666666,0
2011-05-12 00:11:50-04:00,11.0,0
2011-05-12 00:12:00-04:00,10.666666,0
2011-05-12 00:12:10-04:00,11.0,0
2011-05-12 00:12:20-04:00,11.0,0
2011-05-12 00:12:30-04:00,10.333334,0
2011-05-12 00:12:40-04:00,10.666666,0
2011-05-12 00:12:50-04:00,11.0,0
2011-05-12 00:13:00-04:00,10.666666,0
2011-05-12 00:13:10-04:00,11.0,0
2011-05-12 00:13:20-04:00,11.0,0
2011-05-12 00:13:30-04:00,11.0,0
2011-05-12 00:13:40-04:00,11.0,0
2011-05-12 00:13:50-04:00,10.333334,0
2011-05-12 00:14:00-04:00,11.0,0
2011-05-12 00:14:10-04:00,11.0,0
2011-05-12 00:14:20-04:00,10.333334,0
2011-05-12 00:14:30-04:00,10.666666,0
2011-05-12 00:14:40-04:00,10.666666,0
2011-05-12 00:14:50-04:00,11.0,0
2011-05-12 00:15:00-04:00,10.666666,0
2011-05-12 00:15:10-04:00,11.0,0
2011-05-12 00:15:20-04:00,10.666666,0
2011-05-12 00:15:30-04:00,11.0,0
2011-05-12 00:15:40-04:00,11.0,0
2011-05-12 00:15:50-04:00,10.333334,0
2011-05-12 00:16:00-04:00,11.0,0
2011-05-12 00:16:10-04:00,10.5,0
2011-05-12 00:16:20-04:00,10.5,0
2011-05-12 00:16:30-04:00,10.666666,0
2011-05-12 00:16:40-04:00,10.666666,0
2011-05-12 00:16:50-04:00,10.666666,0
2011-05-12 00:17:00-04:00,10.333334,0
2011-05-12 00:17:10-04:00,11.0,0
2011-05-12 00:17:20-04:00,10.666666,0
2011-05-12 00:17:30-04:00,10.666666,0
2011-05-12 00:17:40-04:00,10.666666,0
2011-05-12 00:17:50-04:00,11.0,0
2011-05-12 00:18:00-04:00,11.0,0
2011-05-12 00:18:10-04:00,10.0,0
2011-05-12 00:18:20-04:00,10.666666,0
2011-05-12 00:18:30-04:00,11.0,0
2011-05-12 00:18:40-04:00,11.0,0
2011-05-12 00:18:50-04:00,10.333334,0
2011-05-12 00:19:00-04:00,11.0,0
2011-05-12 00:19:10-04:00,11.0,0
2011-05-12 00:19:20-04:00,11.0,0
2011-05-12 00:19:30-04:00,10.333334,0
2011-05-12 00:19:40-04:00,10.666666,0
2011-05-12 00:19:50-04:00,11.0,0
2011-05-12 00:20:00-04:00,10.333334,0
2011-05-12 00:20:10-04:00,11.0,0
2011-05-12 00:20:20-04:00,10.666666,0
2011-05-12 00:20:30-04:00,10.5,0
2011-05-12 00:20:40-04:00,11.0,0
2011-05-12 00:20:50-04:00,10.666666,0
2011-05-12 00:21:00-04:00,10.333334,0
2011-05-12 00:21:10-04:00,10.0,0
2011-05-12 00:21:20-04:00,10.5,0
2011-05-12 00:21:30-04:00,10.666666,0
2011-05-12 00:21:40-04:00,10.666666,0
2011-05-12 00:21:50-04:00,10.666666,0
2011-05-12 00:22:00-04:00,10.333334,0
2011-05-12 00:22:10-04:00,11.0,0
2011-05-12 00:22:20-04:00,10.333334,0
2011-05-12 00:22:30-04:00,10.333334,0
2011-05-12 00:22:40-04:00,10.666666,0
2011-05-12 00:22:50-04:00,10.666666,0
2011-05-12 00:23:00-04:00,10.666666,0
2011-05-12 00:23:10-04:00,10.0,0
2011-05-12 00:23:20-04:00,11.0,0
2011-05-12 00:23:30-04:00,11.0,0
2011-05-12 00:23:40-04:00,10.333334,0
2011-05-12 00:23:50-04:00,10.333334,0
2011-05-12 00:24:00-04:00,11.0,0
2011-05-12 00:24:10-04:00,11.0,0
2011-05-12 00:24:20-04:00,10.333334,0
2011-05-12 00:24:30-04:00,11.0,0
2011-05-12 00:24:40-04:00,153.33333,1
2011-05-12 00:24:50-04:00,237.0,0
2011-05-12 00:25:00-04:00,227.0,0
2011-05-12 00:25:10-04:00,214.0,0
2011-05-12 00:25:20-04:00,208.66666,0
2011-05-12 00:25:30-04:00,205.66667,0
2011-05-12 00:25:40-04:00,205.0,0
2011-05-12 00:25:50-04:00,205.33333,0
2011-05-12 00:26:00-04:00,203.33333,0
2011-05-12 00:26:10-04:00,200.0,0
2011-05-12 00:26:20-04:00,203.33333,0
2011-05-12 00:26:30-04:00,201.66667,0
2011-05-12 00:26:40-04:00,200.33333,0
2011-05-12 00:26:50-04:00,200.33333,0
2011-05-12 00:27:00-04:00,201.0,0
2011-05-12 00:27:10-04:00,199.0,0
2011-05-12 00:27:20-04:00,200.66667,0
2011-05-12 00:27:30-04:00,199.0,0
2011-05-12 00:27:40-04:00,200.5,0
2011-05-12 00:27:50-04:00,198.0,0
2011-05-12 00:28:00-04:00,200.0,0
2011-05-12 00:28:10-04:00,200.0,0
2011-05-12 00:28:20-04:00,198.66667,0
2011-05-12 00:28:30-04:00,200.0,0
2011-05-12 00:28:40-04:00,198.0,0
2011-05-12 00:28:50-04:00,198.33333,0
2011-05-12 00:29:00-04:00,197.66666,0
2011-05-12 00:29:10-04:00,194.0,0
2011-05-12 00:29:20-04:00,198.0,0
2011-05-12 00:29:30-04:00,195.33333,0
2011-05-12 00:29:40-04:00,196.66667,0
2011-05-12 00:29:50-04:00,195.0,0
2011-05-12 00:30:00-04:00,197.33333,0
2011-05-12 00:30:10-04:00,195.0,0
2011-05-12 00:30:20-04:00,195.33333,0
2011-05-12 00:30:30-04:00,196.33333,0
2011-05-12 00:30:40-04:00,193.0,0
2011-05-12 00:30:50-04:00,195.33333,0
2011-05-12 00:31:00-04:00,193.0,0
2011-05-12 00:31:10-04:00,195.0,0
2011-05-12 00:31:20-04:00,196.0,0
2011-05-12 00:31:30-04:00,194.66667,0
2011-05-12 00:31:40-04:00,192.66667,0
2011-05-12 00:31:50-04:00,195.0,0
2011-05-12 00:32:00-04:00,192.0,0
2011-05-12 00:32:10-04:00,193.0,0
2011-05-12 00:32:20-04:00,194.0,0
2011-05-12 00:32:30-04:00,194.33333,0
2011-05-12 00:32:40-04:00,192.0,0
2011-05-12 00:32:50-04:00,190.66667,0
2011-05-12 00:33:00-04:00,192.66667,0
2011-05-12 00:33:10-04:00,192.0,0
2011-05-12 00:33:20-04:00,193.0,0
2011-05-12 00:33:30-04:00,192.66667,0
2011-05-12 00:33:40-04:00,191.66667,0
2011-05-12 00:33:50-04:00,192.33333,0
2011-05-12 00:34:00-04:00,191.0,0
2011-05-12 00:34:10-04:00,192.0,0
2011-05-12 00:34:20-04:00,191.66667,0
2011-05-12 00:34:30-04:00,190.33333,0
2011-05-12 00:34:40-04:00,189.0,0
2011-05-12 00:34:50-04:00,189.0,0
2011-05-12 00:35:00-04:00,191.66667,0
2011-05-12 00:35:10-04:00,189.5,0
2011-05-12 00:35:20-04:00,189.0,0
2011-05-12 00:35:30-04:00,190.5,0
2011-05-12 00:35:40-04:00,190.66667,0
2011-05-12 00:35:50-04:00,189.0,0
2011-05-12 00:36:00-04:00,189.66667,0
2011-05-12 00:36:10-04:00,189.5,0
2011-05-12 00:36:20-04:00,189.0,0
2011-05-12 00:36:30-04:00,189.33333,0
2011-05-12 00:36:40-04:00,188.66667,0
2011-05-12 00:36:50-04:00,187.66667,0
2011-05-12 00:37:00-04:00,188.33333,0
2011-05-12 00:37:10-04:00,189.0,0
2011-05-12 00:37:20-04:00,186.66667,0
2011-05-12 00:37:30-04:00,187.0,0
2011-05-12 00:37:40-04:00,187.66667,0
2011-05-12 00:37:50-04:00,187.66667,0
2011-05-12 00:38:00-04:00,187.0,0
2011-05-12 00:38:10-04:00,186.0,0
2011-05-12 00:38:20-04:00,189.33333,0
2011-05-12 00:38:30-04:00,188.0,0
2011-05-12 00:38:40-04:00,188.33333,0
2011-05-12 00:38:50-04:00,188.0,0
2011-05-12 00:39:00-04:00,185.0,0
2011-05-12 00:39:10-04:00,187.0,0
2011-05-12 00:39:20-04:00,186.0,0
2011-05-12 00:39:30-04:00,185.33333,0
2011-05-12 00:39:40-04:00,185.33333,0
2011-05-12 00:39:50-04:00,184.0,0
2011-05-12 00:40:00-04:00,184.0,0
2011-05-12 00:40:10-04:00,187.0,0
2011-05-12 00:40:20-04:00,186.66667,0
2011-05-12 00:40:30-04:00,186.33333,0
2011-05-12 00:40:40-04:00,186.66667,0
2011-05-12 00:40:50-04:00,127.666664,0
2011-05-12 00:41:00-04:00,10.0,1
2011-05-12 00:41:10-04:00,11.0,0
2011-05-12 00:41:20-04:00,10.666666,0
2011-05-12 00:41:30-04:00,11.0,0
2011-05-12 00:41:40-04:00,11.0,0
2011-05-12 00:41:50-04:00,10.666666,0
2011-05-12 00:42:00-04:00,10.666666,0
2011-05-12 00:42:10-04:00,10.5,0
2011-05-12 00:42:20-04:00,11.0,0
2011-05-12 00:42:30-04:00,10.0,0
2011-05-12 00:42:40-04:00,10.333334,0
2011-05-12 00:42:50-04:00,10.666666,0
2011-05-12 00:43:00-04:00,10.333334,0
2011-05-12 00:43:10-04:00,11.0,0
2011-05-12 00:43:20-04:00,10.666666,0
2011-05-12 00:43:30-04:00,10.0,0
2011-05-12 00:43:40-04:00,10.666666,0
2011-05-12 00:43:50-04:00,11.0,0
2011-05-12 00:44:00-04:00,10.666666,0
2011-05-12 00:44:10-04:00,11.0,0
2011-05-12 00:44:20-04:00,10.666666,0
2011-05-12 00:44:30-04:00,11.0,0
2011-05-12 00:44:40-04:00,10.666666,0
2011-05-12 00:44:50-04:00,11.0,0
2011-05-12 00:45:00-04:00,10.666666,0
2011-05-12 00:45:10-04:00,11.0,0
2011-05-12 00:45:20-04:00,10.666666,0
2011-05-12 00:45:30-04:00,11.0,0
2011-05-12 00:45:40-04:00,11.0,0
2011-05-12 00:45:50-04:00,10.666666,0
2011-05-12 00:46:00-04:00,11.0,0
2011-05-12 00:46:10-04:00,11.0,0
2011-05-12 00:46:20-04:00,10.666666,0
2011-05-12 00:46:30-04:00,10.666666,0
2011-05-12 00:46:40-04:00,10.666666,0
2011-05-12 00:46:50-04:00,11.0,0
2011-05-12 00:47:00-04:00,11.0,0
2011-05-12 00:47:10-04:00,10.5,0
2011-05-12 00:47:20-04:00,10.666666,0
2011-05-12 00:47:30-04:00,10.666666,0
2011-05-12 00:47:40-04:00,10.5,0
2011-05-12 00:47:50-04:00,10.666666,0
2011-05-12 00:48:00-04:00,11.0,0
2011-05-12 00:48:10-04:00,11.0,0
2011-05-12 00:48:20-04:00,10.333334,0
2011-05-12 00:48:30-04:00,10.5,0
2011-05-12 00:48:40-04:00,10.333334,0
2011-05-12 00:48:50-04:00,10.333334,0
2011-05-12 00:49:00-04:00,11.0,0
2011-05-12 00:49:10-04:00,10.0,0
2011-05-12 00:49:20-04:00,10.333334,0
2011-05-12 00:49:30-04:00,10.666666,0
2011-05-12 00:49:40-04:00,11.0,0
2011-05-12 00:49:50-04:00,10.333334,0
2011-05-12 00:50:00-04:00,10.333334,0
2011-05-12 00:50:10-04:00,11.0,0
2011-05-12 00:50:20-04:00,10.666666,0
2011-05-12 00:50:30-04:00,11.0,0
2011-05-12 00:50:40-04:00,11.0,0
2011-05-12 00:50:50-04:00,10.333334,0
2011-05-12 00:51:00-04:00,11.0,0
2011-05-12 00:51:10-04:00,11.0,0
2011-05-12 00:51:20-04:00,10.666666,0
2011-05-12 00:51:30-04:00,11.0,0
2011-05-12 00:51:40-04:00,10.666666,0
2011-05-12 00:51:50-04:00,10.666666,0
2011-05-12 00:52:00-04:00,11.0,0
2011-05-12 00:52:10-04:00,10.5,0
2011-05-12 00:52:20-04:00,10.333334,0
2011-05-12 00:52:30-04:00,10.666666,0
2011-05-12 00:52:40-04:00,10.666666,0
2011-05-12 00:52:50-04:00,10.0,0
2011-05-12 00:53:00-04:00,10.333334,0
2011-05-12 00:53:10-04:00,10.5,0
2011-05-12 00:53:20-04:00,10.666666,0
2011-05-12 00:53:30-04:00,11.0,0
2011-05-12 00:53:40-04:00,10.333334,0
2011-05-12 00:53:50-04:00,10.0,0
2011-05-12 00:54:00-04:00,10.666666,0
2011-05-12 00:54:10-04:00,10.0,0
2011-05-12 00:54:20-04:00,11.0,0
2011-05-12 00:54:30-04:00,11.0,0
2011-05-12 00:54:40-04:00,10.666666,0
2011-05-12 00:54:50-04:00,10.666666,0
2011-05-12 00:55:00-04:00,10.666666,0
2011-05-12 00:55:10-04:00,11.0,0
2011-05-12 00:55:20-04:00,10.666666,0
2011-05-12 00:55:30-04:00,11.0,0
2011-05-12 00:55:40-04:00,11.0,0
2011-05-12 00:55:50-04:00,10.666666,0
2011-05-12 00:56:00-04:00,10.666666,0
2011-05-12 00:56:10-04:00,11.0,0
2011-05-12 00:56:20-04:00,11.0,0
2011-05-12 00:56:30-04:00,10.666666,0
2011-05-12 00:56:40-04:00,10.333334,0
2011-05-12 00:56:50-04:00,10.333334,0
2011-05-12 00:57:00-04:00,10.666666,0
2011-05-12 00:57:10-04:00,10.0,0
2011-05-12 00:57:20-04:00,10.666666,0
2011-05-12 00:57:30-04:00,11.0,0
2011-05-12 00:57:40-04:00,11.0,0
2011-05-12 00:57:50-04:00,11.0,0
2011-05-12 00:58:00-04:00,10.666666,0
2011-05-12 00:58:10-04:00,11.0,0
2011-05-12 00:58:20-04:00,10.666666,0
2011-05-12 00:58:30-04:00,10.333334,0
2011-05-12 00:58:40-04:00,11.0,0
2011-05-12 00:58:50-04:00,10.333334,0
2011-05-12 00:59:00-04:00,11.0,0
2011-05-12 00:59:10-04:00,11.0,0
2011-05-12 00:59:20-04:00,11.0,0
2011-05-12 00:59:30-04:00,11.0,0
2011-05-12 00:59:40-04:00,10.0,0
2011-05-12 00:59:50-04:00,11.0,0
2011-05-12 01:00:00-04:00,10.333334,0
2011-05-12 01:00:10-04:00,10.5,0
2011-05-12 01:00:20-04:00,11.0,0
2011-05-12 01:00:30-04:00,11.0,0
2011-05-12 01:00:40-04:00,11.0,0
2011-05-12 01:00:50-04:00,10.333334,0
2011-05-12 01:01:00-04:00,11.0,0
2011-05-12 01:01:10-04:00,10.0,0
2011-05-12 01:01:20-04:00,10.666666,0
2011-05-12 01:01:30-04:00,10.666666,0
2011-05-12 01:01:40-04:00,11.0,0
2011-05-12 01:01:50-04:00,10.333334,0
2011-05-12 01:02:00-04:00,10.666666,0
2011-05-12 01:02:10-04:00,11.0,0
2011-05-12 01:02:20-04:00,11.0,0
2011-05-12 01:02:30-04:00,10.666666,0
2011-05-12 01:02:40-04:00,10.666666,0
2011-05-12 01:02:50-04:00,10.333334,0
2011-05-12 01:03:00-04:00,10.333334,0
2011-05-12 01:03:10-04:00,11.0,0
2011-05-12 01:03:20-04:00,11.0,0
2011-05-12 01:03:30-04:00,11.0,0
2011-05-12 01:03:40-04:00,11.0,0
2011-05-12 01:03:50-04:00,11.0,0
2011-05-12 01:04:00-04:00,10.333334,0
2011-05-12 01:04:10-04:00,11.0,0
2011-05-12 01:04:20-04:00,10.666666,0
2011-05-12 01:04:30-04:00,10.666666,0
2011-05-12 01:04:40-04:00,10.666666,0
2011-05-12 01:04:50-04:00,11.0,0
2011-05-12 01:05:00-04:00,11.0,0
2011-05-12 01:05:10-04:00,11.0,0
2011-05-12 01:05:20-04:00,11.0,0
2011-05-12 01:05:30-04:00,10.666666,0
2011-05-12 01:05:40-04:00,11.0,0
2011-05-12 01:05:50-04:00,11.0,0
2011-05-12 01:06:00-04:00,11.0,0
2011-05-12 01:06:10-04:00,10.5,0
2011-05-12 01:06:20-04:00,11.0,0
2011-05-12 01:06:30-04:00,11.0,0
2011-05-12 01:06:40-04:00,11.0,0
2011-05-12 01:06:50-04:00,10.666666,0
2011-05-12 01:07:00-04:00,11.0,0
2011-05-12 01:07:10-04:00,11.0,0
2011-05-12 01:07:20-04:00,10.666666,0
2011-05-12 01:07:30-04:00,10.666666,0
2011-05-12 01:07:40-04:00,11.0,0
2011-05-12 01:07:50-04:00,10.666666,0
2011-05-12 01:08:00-04:00,11.0,0
2011-05-12 01:08:10-04:00,11.0,0
2011-05-12 01:08:20-04:00,11.0,0
2011-05-12 01:08:30-04:00,10.666666,0
2011-05-12 01:08:40-04:00,11.0,0
2011-05-12 01:08:50-04:00,10.666666,0
2011-05-12 01:09:00-04:00,10.666666,0
2011-05-12 01:09:10-04:00,11.0,0
2011-05-12 01:09:20-04:00,10.666666,0
2011-05-12 01:09:30-04:00,10.666666,0
2011-05-12 01:09:40-04:00,11.0,0
2011-05-12 01:09:50-04:00,11.0,0
2011-05-12 01:10:00-04:00,10.666666,0
2011-05-12 01:10:10-04:00,10.0,0
2011-05-12 01:10:20-04:00,10.666666,0
2011-05-12 01:10:30-04:00,11.0,0
2011-05-12 01:10:40-04:00,10.666666,0
2011-05-12 01:10:50-04:00,11.0,0
2011-05-12 01:11:00-04:00,11.0,0
2011-05-12 01:11:10-04:00,10.0,0
2011-05-12 01:11:20-04:00,10.666666,0
2011-05-12 01:11:30-04:00,10.5,0
2011-05-12 01:11:40-04:00,10.666666,0
2011-05-12 01:11:50-04:00,11.0,0
2011-05-12 01:12:00-04:00,10.666666,0
2011-05-12 01:12:10-04:00,11.0,0
2011-05-12 01:12:20-04:00,11.0,0
2011-05-12 01:12:30-04:00,10.333334,0
2011-05-12 01:12:40-04:00,11.0,0
2011-05-12 01:12:50-04:00,11.0,0
2011-05-12 01:13:00-04:00,11.0,0
2011-05-12 01:13:10-04:00,11.0,0
2011-05-12 01:13:20-04:00,10.666666,0
2011-05-12 01:13:30-04:00,10.666666,0
2011-05-12 01:13:40-04:00,10.666666,0
2011-05-12 01:13:50-04:00,11.0,0
2011-05-12 01:14:00-04:00,10.666666,0
2011-05-12 01:14:10-04:00,11.0,0
2011-05-12 01:14:20-04:00,10.666666,0
2011-05-12 01:14:30-04:00,10.666666,0
2011-05-12 01:14:40-04:00,11.0,0
2011-05-12 01:14:50-04:00,10.666666,0
2011-05-12 01:15:00-04:00,11.0,0
2011-05-12 01:15:10-04:00,11.0,0
2011-05-12 01:15:20-04:00,11.0,0
2011-05-12 01:15:30-04:00,11.0,0
2011-05-12 01:15:40-04:00,10.666666,0
2011-05-12 01:15:50-04:00,11.0,0
2011-05-12 01:16:00-04:00,11.0,0
2011-05-12 01:16:10-04:00,11.0,0
2011-05-12 01:16:20-04:00,11.0,0
2011-05-12 01:16:30-04:00,10.666666,0
2011-05-12 01:16:40-04:00,11.0,0
2011-05-12 01:16:50-04:00,10.333334,0
2011-05-12 01:17:00-04:00,11.0,0
2011-05-12 01:17:10-04:00,10.5,0
2011-05-12 01:17:20-04:00,11.0,0
2011-05-12 01:17:30-04:00,10.333334,0
2011-05-12 01:17:40-04:00,11.0,0
2011-05-12 01:17:50-04:00,11.0,0
2011-05-12 01:18:00-04:00,10.666666,0
2011-05-12 01:18:10-04:00,11.0,0
2011-05-12 01:18:20-04:00,11.0,0
2011-05-12 01:18:30-04:00,11.0,0
2011-05-12 01:18:40-04:00,10.666666,0
2011-05-12 01:18:50-04:00,11.0,0
2011-05-12 01:19:00-04:00,10.333334,0
2011-05-12 01:19:10-04:00,11.0,0
2011-05-12 01:19:20-04:00,11.0,0
2011-05-12 01:19:30-04:00,11.0,0
2011-05-12 01:19:40-04:00,11.0,0
2011-05-12 01:19:50-04:00,10.666666,0
2011-05-12 01:20:00-04:00,11.0,0
2011-05-12 01:20:10-04:00,11.0,0
2011-05-12 01:20:20-04:00,11.0,0
2011-05-12 01:20:30-04:00,10.666666,0
2011-05-12 01:20:40-04:00,10.666666,0
2011-05-12 01:20:50-04:00,11.0,0
2011-05-12 01:21:00-04:00,11.0,0
2011-05-12 01:21:10-04:00,11.0,0
2011-05-12 01:21:20-04:00,10.666666,0
2011-05-12 01:21:30-04:00,11.0,0
2011-05-12 01:21:40-04:00,11.0,0
2011-05-12 01:21:50-04:00,10.666666,0
2011-05-12 01:22:00-04:00,10.666666,0
2011-05-12 01:22:10-04:00,11.0,0
2011-05-12 01:22:20-04:00,11.0,0
2011-05-12 01:22:30-04:00,10.666666,0
2011-05-12 01:22:40-04:00,11.0,0
2011-05-12 01:22:50-04:00,10.666666,0
2011-05-12 01:23:00-04:00,11.0,0
2011-05-12 01:23:10-04:00,11.0,0
2011-05-12 01:23:20-04:00,11.0,0
2011-05-12 01:23:30-04:00,10.666666,0
2011-05-12 01:23:40-04:00,10.666666,0
2011-05-12 01:23:50-04:00,11.0,0
2011-05-12 01:24:00-04:00,11.0,0
2011-05-12 01:24:10-04:00,11.0,0
2011-05-12 01:24:20-04:00,11.0,0
2011-05-12 01:24:30-04:00,11.0,0
2011-05-12 01:24:40-04:00,10.5,0
2011-05-12 01:24:50-04:00,10.666666,0
2011-05-12 01:25:00-04:00,11.0,0
2011-05-12 01:25:10-04:00,11.0,0
2011-05-12 01:25:20-04:00,10.666666,0
2011-05-12 01:25:30-04:00,10.5,0
2011-05-12 01:25:40-04:00,11.0,0
2011-05-12 01:25:50-04:00,11.0,0
2011-05-12 01:26:00-04:00,11.0,0
2011-05-12 01:26:10-04:00,11.0,0
2011-05-12 01:26:20-04:00,11.0,0
2011-05-12 01:26:30-04:00,11.0,0
2011-05-12 01:26:40-04:00,10.666666,0
2011-05-12 01:26:50-04:00,10.0,0
2011-05-12 01:27:00-04:00,11.0,0
2011-05-12 01:27:10-04:00,11.0,0
2011-05-12 01:27:20-04:00,10.666666,0
2011-05-12 01:27:30-04:00,10.666666,0
2011-05-12 01:27:40-04:00,11.0,0
2011-05-12 01:27:50-04:00,11.0,0
2011-05-12 01:28:00-04:00,11.0,0
2011-05-12 01:28:10-04:00,11.0,0
2011-05-12 01:28:20-04:00,10.666666,0
2011-05-12 01:28:30-04:00,10.333334,0
2011-05-12 01:28:40-04:00,11.0,0
2011-05-12 01:28:50-04:00,11.0,0
2011-05-12 01:29:00-04:00,10.666666,0
2011-05-12 01:29:10-04:00,11.0,0
2011-05-12 01:29:20-04:00,11.0,0
2011-05-12 01:29:30-04:00,11.0,0
2011-05-12 01:29:40-04:00,11.0,0
2011-05-12 01:29:50-04:00,11.0,0
2011-05-12 01:30:00-04:00,11.0,0
2011-05-12 01:30:10-04:00,11.0,0
2011-05-12 01:30:20-04:00,10.666666,0
2011-05-12 01:30:30-04:00,11.0,0
2011-05-12 01:30:40-04:00,11.0,0
2011-05-12 01:30:50-04:00,11.0,0
2011-05-12 01:31:00-04:00,11.0,0
2011-05-12 01:31:10-04:00,10.5,0
2011-05-12 01:31:20-04:00,10.666666,0
2011-05-12 01:31:30-04:00,11.0,0
2011-05-12 01:31:40-04:00,11.0,0
2011-05-12 01:31:50-04:00,11.0,0
2011-05-12 01:32:00-04:00,11.0,0
2011-05-12 01:32:10-04:00,11.0,0
2011-05-12 01:32:20-04:00,11.0,0
2011-05-12 01:32:30-04:00,10.666666,0
2011-05-12 01:32:40-04:00,11.0,0
2011-05-12 01:32:50-04:00,11.0,0
2011-05-12 01:33:00-04:00,11.0,0
2011-05-12 01:33:10-04:00,11.0,0
2011-05-12 01:33:20-04:00,11.0,0
2011-05-12 01:33:30-04:00,11.0,0
2011-05-12 01:33:40-04:00,10.666666,0
2011-05-12 01:33:50-04:00,11.0,0
2011-05-12 01:34:00-04:00,11.0,0
2011-05-12 01:34:10-04:00,11.0,0
2011-05-12 01:34:20-04:00,10.666666,0
2011-05-12 01:34:30-04:00,10.666666,0
2011-05-12 01:34:40-04:00,10.666666,0
2011-05-12 01:34:50-04:00,11.0,0
2011-05-12 01:35:00-04:00,11.0,0
2011-05-12 01:35:10-04:00,11.0,0
2011-05-12 01:35:20-04:00,10.666666,0
2011-05-12 01:35:30-04:00,10.666666,0
2011-05-12 01:35:40-04:00,11.0,0
2011-05-12 01:35:50-04:00,11.0,0
2011-05-12 01:36:00-04:00,11.0,0
2011-05-12 01:36:10-04:00,11.0,0
2011-05-12 01:36:20-04:00,11.0,0
2011-05-12 01:36:30-04:00,11.0,0
2011-05-12 01:36:40-04:00,10.666666,0
2011-05-12 01:36:50-04:00,10.5,0
2011-05-12 01:37:00-04:00,11.0,0
2011-05-12 01:37:10-04:00,11.0,0
2011-05-12 01:37:20-04:00,11.0,0
2011-05-12 01:37:30-04:00,11.0,0
2011-05-12 01:37:40-04:00,11.0,0
2011-05-12 01:37:50-04:00,11.0,0
2011-05-12 01:38:00-04:00,11.0,0
2011-05-12 01:38:10-04:00,11.0,0
2011-05-12 01:38:20-04:00,11.0,0
2011-05-12 01:38:30-04:00,10.333334,0
2011-05-12 01:38:40-04:00,11.0,0
2011-05-12 01:38:50-04:00,11.0,0
2011-05-12 01:39:00-04:00,11.0,0
2011-05-12 01:39:10-04:00,11.0,0
